Image,target
"[[[ 8  5 24]
  [ 8  5 24]
  [ 9  6 27]
  ...
  [13  5 20]
  [13  5 20]
  [15  4 18]]

 [[ 8  5 24]
  [ 8  5 24]
  [ 9  6 27]
  ...
  [13  5 20]
  [13  5 20]
  [15  4 18]]

 [[ 8  5 24]
  [ 8  5 24]
  [ 9  6 27]
  ...
  [13  5 20]
  [13  5 20]
  [15  4 20]]

 ...

 [[19  4  9]
  [24 12 16]
  [14  3  7]
  ...
  [11 12 14]
  [10 11 15]
  [12 12 14]]

 [[10  7 18]
  [10  7 18]
  [10  7 18]
  ...
  [13 10 19]
  [11  8 17]
  [10  7 16]]

 [[10  7 18]
  [10  7 18]
  [10  7 18]
  ...
  [11  8 17]
  [10  7 16]
  [ 9  6 15]]]",mohiniyattam
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[245 145   7]
  [241 135   0]
  [245 142   1]
  ...
  [197 121  35]
  [153  87  35]
  [219 101   0]]

 [[250 140   0]
  [250 157   4]
  [242 142   0]
  ...
  [ 84  39  33]
  [202 115   0]
  [189 139  78]]

 [[246 133   1]
  [250 113   0]
  [245 133   0]
  ...
  [206 113  17]
  [141  76   8]
  [228 135  68]]]",kathakali
"[[[ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 3  3  3]
  [ 5  5  5]
  [ 3  3  3]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[14 14 14]
  [19 19 19]
  [15 15 15]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[25 17 15]
  [20 16 13]
  [22 18 15]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  0]]]",bharatanatyam
"[[[37 20 13]
  [38 21 14]
  [38 21 14]
  ...
  [31 12  8]
  [30 11  7]
  [30 11  7]]

 [[37 20 13]
  [38 21 14]
  [38 21 14]
  ...
  [31 12  8]
  [30 11  7]
  [30 11  7]]

 [[37 20 13]
  [38 21 14]
  [38 21 14]
  ...
  [31 12  8]
  [30 11  7]
  [30 11  7]]

 ...

 [[42 30 34]
  [42 29 36]
  [41 28 38]
  ...
  [35 22 29]
  [35 20 27]
  [34 19 26]]

 [[38 26 30]
  [38 25 32]
  [45 32 41]
  ...
  [31 18 25]
  [35 22 31]
  [33 20 29]]

 [[37 24 34]
  [37 24 34]
  [44 31 41]
  ...
  [39 26 33]
  [34 22 32]
  [34 22 32]]]",mohiniyattam
"[[[ 9  9 17]
  [11 11 19]
  [11 11 19]
  ...
  [ 9 12 19]
  [10 13 20]
  [ 8 11 18]]

 [[10 10 18]
  [ 8  8 16]
  [ 9  9 17]
  ...
  [ 9 12 19]
  [10 13 20]
  [ 8 11 18]]

 [[ 9  9 17]
  [11 11 19]
  [ 9  9 17]
  ...
  [ 9 12 19]
  [10 13 20]
  [ 9 12 19]]

 ...

 [[64 66 79]
  [60 62 75]
  [63 65 78]
  ...
  [54 58 70]
  [47 51 63]
  [60 63 78]]

 [[66 69 84]
  [69 72 87]
  [66 69 84]
  ...
  [48 52 64]
  [52 56 68]
  [58 61 76]]

 [[61 67 83]
  [64 70 86]
  [63 69 85]
  ...
  [44 48 60]
  [49 53 65]
  [60 63 78]]]",bharatanatyam
"[[[249 251 238]
  [252 255 238]
  [248 251 234]
  ...
  [243 241 226]
  [243 241 226]
  [247 245 230]]

 [[252 254 241]
  [250 253 236]
  [248 251 234]
  ...
  [241 239 224]
  [244 242 227]
  [245 243 228]]

 [[249 252 235]
  [250 253 236]
  [248 251 234]
  ...
  [241 240 219]
  [243 242 221]
  [240 243 226]]

 ...

 [[247 244 209]
  [241 237 192]
  [239 235 190]
  ...
  [225 212 157]
  [233 220 165]
  [236 224 172]]

 [[250 247 212]
  [239 235 190]
  [244 240 195]
  ...
  [224 211 156]
  [226 213 158]
  [229 217 165]]

 [[240 235 197]
  [237 227 176]
  [245 233 195]
  ...
  [200 184 122]
  [209 191 141]
  [213 200 148]]]",manipuri
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[84 31 17]
  [89 33 16]
  [95 38 18]
  ...
  [35 16  2]
  [36 16  7]
  [34 14  5]]

 [[92 36 11]
  [96 39 12]
  [97 38  8]
  ...
  [29 11  0]
  [30 12  2]
  [28 10  0]]

 [[92 36  9]
  [94 37 10]
  [95 33  8]
  ...
  [18  5  0]
  [18  7  1]
  [18  7  1]]]",manipuri
"[[[  2   2   4]
  [  2   2   4]
  [  2   2   4]
  ...
  [  3   3   5]
  [  3   3   5]
  [  3   3   5]]

 [[  2   2   4]
  [  2   2   4]
  [  2   2   4]
  ...
  [  3   3   5]
  [  3   3   5]
  [  3   3   5]]

 [[  2   2   4]
  [  2   2   4]
  [  2   2   4]
  ...
  [  3   3   5]
  [  3   3   5]
  [  3   3   5]]

 ...

 [[  8   8   8]
  [  8   8   8]
  [  8   8   8]
  ...
  [ 90  39  56]
  [144 109  87]
  [117  85  38]]

 [[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [ 62  15  25]
  [ 73  29  46]
  [109  69  61]]

 [[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [ 49  18  16]
  [ 59  31  28]
  [ 62  26  26]]]",sattriya
"[[[ 60  61  63]
  [ 61  62  64]
  [ 60  61  63]
  ...
  [ 60  61  63]
  [ 60  61  63]
  [ 60  61  63]]

 [[ 60  61  63]
  [ 61  62  64]
  [ 60  61  63]
  ...
  [ 60  61  63]
  [ 60  61  63]
  [ 60  61  63]]

 [[ 60  61  63]
  [ 61  62  64]
  [ 59  60  62]
  ...
  [ 60  61  63]
  [ 60  61  63]
  [ 60  61  63]]

 ...

 [[107  98 101]
  [105  96 101]
  [112 105 112]
  ...
  [ 72  68  69]
  [ 69  67  68]
  [ 68  66  67]]

 [[ 93  81  83]
  [ 88  77  81]
  [ 91  80  84]
  ...
  [ 72  68  69]
  [ 71  71  71]
  [ 73  71  72]]

 [[ 75  63  65]
  [ 75  66  67]
  [ 72  66  66]
  ...
  [ 75  69  71]
  [ 68  66  69]
  [ 69  67  70]]]",mohiniyattam
"[[[45 46 38]
  [38 39 33]
  [36 37 32]
  ...
  [36 38 27]
  [34 34 32]
  [34 34 24]]

 [[17 18 10]
  [23 24 18]
  [19 20 15]
  ...
  [19 20 15]
  [23 23 21]
  [23 23 13]]

 [[29 30 24]
  [25 26 21]
  [29 29 27]
  ...
  [29 29 31]
  [26 26 24]
  [25 25 15]]

 ...

 [[26 25 21]
  [22 20 23]
  [23 21 24]
  ...
  [46 36 34]
  [30 32 27]
  [16 22 12]]

 [[24 24 16]
  [34 33 31]
  [25 24 22]
  ...
  [36 23 32]
  [26 28 27]
  [29 26 21]]

 [[41 42 26]
  [46 46 36]
  [41 41 29]
  ...
  [45 38 32]
  [47 43 34]
  [49 39 29]]]",sattriya
"[[[14 11 18]
  [14 11 18]
  [14 11 18]
  ...
  [14 11 18]
  [14 11 18]
  [14 11 18]]

 [[14 11 18]
  [14 11 18]
  [14 11 18]
  ...
  [14 11 18]
  [14 11 18]
  [14 11 18]]

 [[14 11 18]
  [14 11 18]
  [14 11 18]
  ...
  [14 11 18]
  [14 11 18]
  [14 11 18]]

 ...

 [[13 12 18]
  [13 12 18]
  [13 12 18]
  ...
  [11 10 16]
  [11 10 18]
  [13 12 20]]

 [[14 11 18]
  [14 11 18]
  [14 11 18]
  ...
  [14 11 18]
  [14 11 18]
  [14 11 18]]

 [[14 11 18]
  [14 11 18]
  [14 11 18]
  ...
  [14 11 18]
  [14 11 18]
  [14 11 18]]]",bharatanatyam
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",odissi
"[[[  7   3   4]
  [  2   2   4]
  [  1   1   3]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  6   2   1]
  [  1   1   3]
  [  2   2   4]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  7   3   4]
  [  1   1   3]
  [  1   1   3]
  ...
  [ 51  20   0]
  [ 51  20   0]
  [ 62  19   2]]

 ...

 [[ 40  15   8]
  [ 42  15   6]
  [ 45  18   9]
  ...
  [ 88  47  15]
  [162  78  44]
  [ 28  13  10]]

 [[ 40  18   7]
  [ 39  15   5]
  [ 36  12   2]
  ...
  [ 50  12   1]
  [ 50  13   7]
  [ 29   8   3]]

 [[ 24   9   6]
  [ 28  11   4]
  [ 27  10   3]
  ...
  [ 66  25   3]
  [ 70  28   4]
  [ 62  30  15]]]",mohiniyattam
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",odissi
"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 ...

 [[ 75  66  61]
  [ 72  63  58]
  [ 73  64  59]
  ...
  [200  57  59]
  [213  91  80]
  [ 73  54  48]]

 [[ 59  40  34]
  [ 66  47  41]
  [ 72  53  47]
  ...
  [100  31  24]
  [101  23  19]
  [ 62  45  35]]

 [[ 67  48  42]
  [ 68  49  43]
  [ 70  51  45]
  ...
  [140  71  64]
  [144  69  64]
  [ 80  60  51]]]",mohiniyattam
"[[[ 74  66  53]
  [ 44  36  23]
  [ 74  62  46]
  ...
  [ 29  14   9]
  [ 27  12   7]
  [ 27  12   7]]

 [[ 52  43  36]
  [104  97  79]
  [ 52  40  24]
  ...
  [ 29  14   9]
  [ 28  13   6]
  [ 31  16   9]]

 [[ 33  23  21]
  [ 33  24  17]
  [ 25  16   7]
  ...
  [ 31  16   9]
  [ 27  14   6]
  [ 31  18  10]]

 ...

 [[ 28  13   6]
  [ 30  10   9]
  [ 38   2   6]
  ...
  [ 23   9   8]
  [ 21   7   7]
  [ 18   8   7]]

 [[ 37  22  15]
  [ 50  21  15]
  [ 11  13  25]
  ...
  [ 23   9   8]
  [ 21   7   7]
  [ 14   9   6]]

 [[ 41  26  19]
  [ 90  51  18]
  [ 12  10  11]
  ...
  [ 23   9   8]
  [ 21   7   7]
  [ 14   9   6]]]",kathakali
"[[[ 4  5 10]
  [ 2  3  8]
  [ 4  5 10]
  ...
  [ 5  4  2]
  [ 6  5  3]
  [ 7  6  4]]

 [[ 4  5 10]
  [ 2  3  8]
  [ 4  5 10]
  ...
  [ 5  4  2]
  [ 7  6  4]
  [ 9  8  6]]

 [[ 4  5 10]
  [ 2  3  8]
  [ 4  5 10]
  ...
  [ 5  4  2]
  [ 9  8  6]
  [10  9  7]]

 ...

 [[36 35 33]
  [39 38 36]
  [41 40 38]
  ...
  [25 28 19]
  [28 29 21]
  [29 29 21]]

 [[39 38 36]
  [39 38 36]
  [41 40 38]
  ...
  [29 24 18]
  [28 23 17]
  [27 22 16]]

 [[41 40 38]
  [41 40 38]
  [41 40 38]
  ...
  [39 34 28]
  [39 34 28]
  [37 32 26]]]",odissi
"[[[  6   1   8]
  [  6   1   8]
  [  3   0   7]
  ...
  [ 99  69  95]
  [ 40  12  27]
  [107  46  54]]

 [[  3   2   8]
  [  3   2   8]
  [  3   2   8]
  ...
  [ 97  63  87]
  [ 37  10  25]
  [ 82  11   7]]

 [[  0   3   8]
  [  2   3   8]
  [  4   3   9]
  ...
  [105  68  86]
  [ 44  17  32]
  [ 59   4   1]]

 ...

 [[136  31  10]
  [113   9   0]
  [ 73  13   2]
  ...
  [ 36   0   6]
  [ 31  11  10]
  [ 11   0   1]]

 [[ 77  20  11]
  [ 66   5   4]
  [ 35   6   2]
  ...
  [ 26  14  16]
  [ 49  13  13]
  [ 15   5   6]]

 [[ 43   3   4]
  [ 50  15  11]
  [  4   1   8]
  ...
  [  9  20   6]
  [ 67   6  13]
  [ 26   6   5]]]",sattriya
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bharatanatyam
"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 ...

 [[ 57  58  53]
  [ 63  64  59]
  [ 54  55  49]
  ...
  [205  57  57]
  [218  85  78]
  [ 44  73  68]]

 [[ 59  38  33]
  [ 63  42  37]
  [ 80  52  48]
  ...
  [103  47  32]
  [ 91  33  19]
  [ 44  85  71]]

 [[ 66  47  41]
  [ 69  50  44]
  [ 68  45  39]
  ...
  [140  73  67]
  [155  71  71]
  [ 84  59  52]]]",mohiniyattam
"[[[21 16 13]
  [22 17 14]
  [23 18 15]
  ...
  [18 13 10]
  [18 13 10]
  [18 13 10]]

 [[21 16 13]
  [22 17 14]
  [23 18 15]
  ...
  [18 13 10]
  [18 13 10]
  [18 13 10]]

 [[21 16 13]
  [22 17 14]
  [23 18 15]
  ...
  [18 13 10]
  [18 13 10]
  [18 13 10]]

 ...

 [[13 12  8]
  [13 12  8]
  [13 12  8]
  ...
  [ 9  8  6]
  [ 9  8  6]
  [ 9  8  6]]

 [[13 12  8]
  [13 12  8]
  [13 12  8]
  ...
  [ 9  8  6]
  [ 9  8  6]
  [ 9  8  6]]

 [[12 11  9]
  [12 11  9]
  [12 11  9]
  ...
  [ 8  7  5]
  [ 8  7  5]
  [ 8  7  5]]]",odissi
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[160  69  42]
  [230 153 111]
  [255 165  97]
  ...
  [  0   1  16]
  [  0   1   0]
  [  0   0   0]]

 [[225 217  84]
  [255 154 102]
  [201   4   0]
  ...
  [  0   3   2]
  [  0   1   0]
  [  0   0   0]]

 [[229 126  25]
  [210  86  48]
  [205  81  27]
  ...
  [  0   5   2]
  [  0   2   0]
  [  0   0   0]]]",sattriya
"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   3]
  [  0   0   2]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   3]
  [  1   1   3]
  [  1   1   3]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   0   3]
  [  1   1   3]
  [  0   0   2]]

 ...

 [[ 61  33   9]
  [ 58  27   9]
  [ 55  29  14]
  ...
  [ 35  10   6]
  [ 35  11   7]
  [ 37  13   1]]

 [[ 75  31   6]
  [ 75  31   6]
  [ 67  31   9]
  ...
  [ 11   3   0]
  [ 12   4   1]
  [170  77  20]]

 [[ 25   7   3]
  [ 24   6   2]
  [ 25   8   1]
  ...
  [ 52  18   8]
  [ 53  17   5]
  [130  47   7]]]",manipuri
"[[[ 31  29  32]
  [ 31  29  32]
  [ 31  29  32]
  ...
  [ 28  35  43]
  [ 30  34  43]
  [ 33  34  39]]

 [[ 31  29  32]
  [ 31  29  32]
  [ 31  29  32]
  ...
  [ 37  33  32]
  [ 37  33  32]
  [ 38  32  32]]

 [[ 31  29  32]
  [ 31  29  32]
  [ 31  29  32]
  ...
  [ 42  31  27]
  [ 41  32  27]
  [ 38  32  32]]

 ...

 [[192 181 213]
  [176 167 188]
  [ 48  40  51]
  ...
  [ 37  31  33]
  [ 37  33  34]
  [ 39  37  38]]

 [[ 57  48  65]
  [ 49  41  54]
  [137 130 137]
  ...
  [ 40  34  36]
  [ 25  21  22]
  [ 46  44  45]]

 [[ 54  47  54]
  [ 40  33  40]
  [ 43  37  41]
  ...
  [ 39  33  35]
  [ 46  42  43]
  [ 37  35  36]]]",sattriya
"[[[  4   2   5]
  [  4   2   5]
  [  4   1   8]
  ...
  [ 99  65  89]
  [ 32  18  33]
  [120  55  51]]

 [[  4   2   5]
  [  4   2   5]
  [  4   1   8]
  ...
  [ 94  61  82]
  [ 29  16  34]
  [ 67  22  19]]

 [[  4   2   5]
  [  6   4   7]
  [  7   4  11]
  ...
  [ 97  64  85]
  [ 28  15  35]
  [ 34  13  10]]

 ...

 [[143  27  14]
  [107  12   0]
  [ 63   3   3]
  ...
  [ 44   8   8]
  [ 44   3   1]
  [  5   6  10]]

 [[ 75  22  16]
  [ 49   1   0]
  [ 44   2   3]
  ...
  [ 33   8  11]
  [ 62   3   0]
  [ 15   6   7]]

 [[ 34   6   5]
  [ 53   0   1]
  [  9   0   5]
  ...
  [ 12   9   4]
  [ 75  13  16]
  [ 23   0   0]]]",sattriya
"[[[146 146 146]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[146 146 146]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[146 146 146]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[150 151 146]
  [ 20  15  12]
  [ 22  10  10]
  ...
  [ 28  13  10]
  [ 25  16  11]
  [ 25  16  11]]

 [[150 151 146]
  [ 20  15  12]
  [ 22  10  10]
  ...
  [ 34  19  16]
  [ 27  20  14]
  [ 27  20  14]]

 [[146 148 145]
  [ 10   6   5]
  [ 19   9   8]
  ...
  [ 47  28  24]
  [ 41  21  14]
  [ 43  23  16]]]",kathak
"[[[ 4  7 14]
  [ 1  8 14]
  [ 0  9 14]
  ...
  [16  2 19]
  [18  1 19]
  [23  2 21]]

 [[ 4  7 14]
  [ 1  8 14]
  [ 0  9 14]
  ...
  [16  2 19]
  [18  1 19]
  [23  2 21]]

 [[ 4  7 14]
  [ 1  8 14]
  [ 0  9 14]
  ...
  [16  2 19]
  [18  1 19]
  [23  2 21]]

 ...

 [[38 26 26]
  [14 12 15]
  [25 11  8]
  ...
  [33 28 25]
  [ 7  8 13]
  [ 8  9 14]]

 [[39 27 27]
  [14 12 15]
  [25 11  8]
  ...
  [51 44 38]
  [ 1  4  9]
  [ 8  9 14]]

 [[41 27 26]
  [14 12 15]
  [25 11 10]
  ...
  [62 53 46]
  [ 1  4  9]
  [ 8  9 14]]]",odissi
"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",kathakali
"[[[ 4  4  2]
  [ 6  6  4]
  [ 6  6  4]
  ...
  [15 17 14]
  [13 15 12]
  [15 21 17]]

 [[ 4  4  2]
  [ 6  6  4]
  [ 6  6  4]
  ...
  [ 2  4  1]
  [ 5  7  4]
  [ 0  5  1]]

 [[ 8  8  6]
  [ 8  8  6]
  [ 8  8  6]
  ...
  [ 2  4  1]
  [ 8 10  7]
  [ 7  9  6]]

 ...

 [[ 8  8  6]
  [ 7  7  5]
  [ 6  6  4]
  ...
  [ 5  5  3]
  [ 5  5  3]
  [ 4  4  2]]

 [[ 4  4  2]
  [ 6  6  4]
  [ 8  8  6]
  ...
  [ 6  7  1]
  [ 4  5  0]
  [ 3  5  2]]

 [[ 4  4  2]
  [ 6  6  4]
  [ 8  8  6]
  ...
  [ 6  7  1]
  [ 4  5  0]
  [ 3  5  2]]]",bharatanatyam
"[[[34 24 23]
  [36 26 25]
  [34 24 23]
  ...
  [34 24 23]
  [35 23 23]
  [34 24 23]]

 [[35 25 24]
  [35 25 24]
  [35 25 24]
  ...
  [35 25 24]
  [36 24 24]
  [35 25 24]]

 [[35 25 24]
  [35 25 24]
  [35 25 24]
  ...
  [35 25 24]
  [36 24 24]
  [35 25 24]]

 ...

 [[35 25 24]
  [35 25 24]
  [35 25 24]
  ...
  [35 25 24]
  [36 25 23]
  [34 24 23]]

 [[35 25 24]
  [35 25 24]
  [35 25 24]
  ...
  [35 25 24]
  [36 25 23]
  [35 25 24]]

 [[37 27 26]
  [36 26 25]
  [36 26 25]
  ...
  [36 26 25]
  [37 25 25]
  [34 24 23]]]",mohiniyattam
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",kathak
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[54  0  2]
  [52  0  2]
  [51  1  2]
  ...
  [54  5  0]
  [61 11  2]
  [62  8  0]]

 [[54  0  0]
  [52  1  0]
  [51  1  0]
  ...
  [62 12  3]
  [59  6  0]
  [67 13  3]]

 [[58  2  3]
  [56  2  2]
  [53  2  1]
  ...
  [66  9  2]
  [59  2  0]
  [59  2  0]]]",kuchipudi
"[[[  1   1   1]
  [ 11   0   1]
  [238 236 237]
  ...
  [  6   3  10]
  [181  66  59]
  [ 53  32  41]]

 [[  1   1   1]
  [  4   0   0]
  [232 227 208]
  ...
  [  0   4   0]
  [165  58  48]
  [ 19  13  15]]

 [[  1   1   1]
  [  0   2   1]
  [  2   2   2]
  ...
  [ 37  17  16]
  [134  62  47]
  [ 86  46  57]]

 ...

 [[ 62  29  36]
  [ 85  37  35]
  [ 90  34  35]
  ...
  [175  41  42]
  [159  35  35]
  [133  31  26]]

 [[ 58  34  34]
  [ 66  30  30]
  [ 89  43  46]
  ...
  [204  52  51]
  [175  42  43]
  [103   9  10]]

 [[ 43  21  24]
  [ 61  29  32]
  [ 72  30  31]
  ...
  [208  59  55]
  [182  47  44]
  [ 84  35  31]]]",manipuri
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 75  40  21]
  [ 76  39  21]
  [ 71  34  16]
  ...
  [ 77  32  13]
  [ 78  33  14]
  [ 71  26   7]]

 [[115  28   9]
  [116  27   9]
  [123  34  16]
  ...
  [ 53  14   0]
  [ 54  15   0]
  [ 62  23   6]]

 [[139  37  12]
  [141  37  12]
  [142  38  13]
  ...
  [ 66  30  14]
  [ 68  32  16]
  [ 61  25   9]]]",sattriya
